IPAddress,Finished,F_SEX,AGE,F_AGECAT,RACE,DATAUSEa_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49
73.222.239.152,TRUE,Male,69,65+,Native Hawaiian or Pacific Islander,Acceptable,Acceptable,Unsure,Unacceptable
73.28.169.148,TRUE,Male,69,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
24.184.126.242,TRUE,Male,69,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
70.190.189.14,TRUE,Female,70,65+,White,Unsure,Unsure,Acceptable,Unacceptable
72.199.242.252,TRUE,Male,70,65+,Asian or Asian American,Unsure,Unsure,Unacceptable,Unacceptable
108.56.230.236,TRUE,Male,70,65+,White,Unsure,Unsure,Acceptable,Unacceptable
174.194.207.128,TRUE,Female,70,65+,Black or African American,Unsure,Unacceptable,Unacceptable,Unsure
174.107.179.234,TRUE,Male,70,65+,White,Unsure,Acceptable,Acceptable,Unsure
71.214.101.35,TRUE,Female,70,65+,White,Unacceptable,Unacceptable,Unsure,Unacceptable
50.27.122.175,TRUE,Male,70,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.34.137.35,TRUE,Male,70,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
72.19.134.100,TRUE,Male,70,65+,White,Acceptable,Acceptable,Acceptable,Unsure
73.220.178.177,TRUE,Female,70,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
73.72.149.73,TRUE,Female,70,65+,White,Acceptable,Acceptable,Unacceptable,Acceptable
67.239.160.37,TRUE,Male,70,65+,White,Acceptable,Acceptable,Unsure,Unsure
98.122.7.231,TRUE,Female,70,65+,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
107.77.216.127,TRUE,Male,70,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
174.194.13.224,TRUE,Male,70,65+,White,Acceptable,Unacceptable,Acceptable,Acceptable
99.203.79.235,TRUE,Male,70,65+,Black or African American,Acceptable,Acceptable,Acceptable,Unacceptable
73.174.122.91,TRUE,Male,70,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
96.237.216.172,TRUE,Female,70,65+,Black or African American,Unsure,Unsure,Unacceptable,Unsure
108.50.197.210,TRUE,Female,71,65+,White,Unsure,Acceptable,Unacceptable,Unacceptable
107.11.210.24,TRUE,Male,71,65+,White,Unsure,Acceptable,Acceptable,Unsure
71.204.194.50,TRUE,Male,71,65+,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
209.6.234.121,TRUE,Male,71,65+,"Hispanic or Latino,Asian or Asian American",Unacceptable,Acceptable,Acceptable,Acceptable
64.130.188.26,TRUE,Female,71,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
184.23.99.3,TRUE,Female,71,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
50.246.55.213,TRUE,Male,71,65+,White,Unacceptable,Unacceptable,Unsure,Unsure
184.18.9.163,TRUE,Female,71,65+,White,Unacceptable,Acceptable,Acceptable,Unsure
174.227.16.107,TRUE,Male,71,65+,White,Unacceptable,Unsure,Unacceptable,Unacceptable
74.233.70.112,TRUE,Male,71,65+,Hispanic or Latino,Acceptable,Acceptable,Unacceptable,Unacceptable
137.119.73.159,TRUE,Male,71,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
70.173.122.115,TRUE,Female,71,65+,White,Acceptable,Acceptable,Acceptable,Unsure
73.39.232.144,TRUE,Male,71,65+,White,Acceptable,Unsure,Unsure,Unacceptable
174.218.14.122,TRUE,Female,71,65+,Black or African American,Acceptable,Acceptable,Unsure,Acceptable
99.29.83.77,TRUE,Female,71,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
64.138.206.111,TRUE,Male,71,65+,White,Acceptable,Acceptable,Unacceptable,Unacceptable
172.56.27.134,TRUE,Female,72,65+,White,Unsure,Acceptable,Unacceptable,Unacceptable
97.114.86.132,TRUE,Female,72,65+,White,Unsure,Unacceptable,Unacceptable,Unsure
174.108.48.84,TRUE,Female,72,65+,Black or African American,Unsure,Acceptable,Unsure,Unsure
73.139.61.244,TRUE,Female,72,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
67.149.58.45,TRUE,Female,72,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.92.211.182,TRUE,Female,72,65+,Asian or Asian American,Unacceptable,Unsure,Unacceptable,Unacceptable
73.110.236.231,TRUE,Female,72,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
104.235.119.19,TRUE,Female,72,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
66.191.213.123,TRUE,Male,72,65+,White,Unacceptable,Acceptable,Acceptable,Unacceptable
72.218.45.97,TRUE,Female,72,65+,White,Acceptable,Acceptable,Unacceptable,Unacceptable
70.191.238.213,TRUE,Female,72,65+,White,Acceptable,Acceptable,Unacceptable,Unsure
76.172.75.101,TRUE,Female,72,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
184.153.233.119,TRUE,Male,72,65+,White,Acceptable,Unacceptable,Unsure,Unsure
68.46.186.100,TRUE,Female,73,65+,Other,Unsure,Unsure,Unsure,Unsure
173.28.178.168,TRUE,Male,73,65+,Black or African American,Unsure,Acceptable,Unsure,Unsure
108.49.213.252,TRUE,Female,73,65+,White,Unsure,Unsure,Unacceptable,Unsure
73.61.19.123,TRUE,Male,73,65+,Black or African American,Unsure,Unsure,Unsure,Unsure
66.26.170.6,TRUE,Male,73,65+,White,Unsure,Unacceptable,Unsure,Unacceptable
73.136.18.7,TRUE,Female,73,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
108.57.120.155,TRUE,Female,73,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unsure
107.77.223.119,TRUE,Male,73,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
136.37.192.195,TRUE,Male,73,65+,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
66.169.123.191,TRUE,Male,73,65+,White,Unacceptable,Unacceptable,Acceptable,Unsure
67.8.122.160,TRUE,Male,73,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
208.104.205.228,TRUE,Male,73,65+,Black or African American,Unacceptable,Acceptable,Unacceptable,Acceptable
99.203.48.178,TRUE,Female,73,65+,White,Acceptable,Unacceptable,Unacceptable,Unsure
24.6.48.48,TRUE,Female,73,65+,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unsure
147.160.146.192,TRUE,Female,73,65+,White,Acceptable,Acceptable,Acceptable,Unsure
66.58.206.212,TRUE,Female,73,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
208.104.51.15,TRUE,Male,73,65+,Black or African American,Acceptable,Unacceptable,Acceptable,Unsure
172.220.241.87,TRUE,Male,73,65+,White,Acceptable,Acceptable,Acceptable,Unsure
67.66.230.77,TRUE,Female,74,65+,Black or African American,Unsure,Acceptable,Acceptable,Acceptable
100.19.125.184,TRUE,Female,74,65+,Black or African American,Unsure,Acceptable,Unacceptable,Unsure
70.1.109.128,TRUE,Male,74,65+,White,Unsure,Unacceptable,Acceptable,Unsure
174.55.255.49,TRUE,Male,74,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
68.188.9.138,TRUE,Male,74,65+,White,Unacceptable,Unacceptable,Unsure,Unacceptable
98.115.118.30,TRUE,Male,74,65+,White,Unacceptable,Unsure,Acceptable,Unsure
68.0.148.84,TRUE,Male,74,65+,White,Unacceptable,Unacceptable,Acceptable,Unacceptable
75.134.233.158,TRUE,Male,74,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
76.72.138.191,TRUE,Male,74,65+,White,Unacceptable,Unsure,Unsure,Unsure
72.201.81.110,TRUE,Male,74,65+,White,Unacceptable,Acceptable,Acceptable,Unacceptable
174.193.136.181,TRUE,Female,74,65+,Other,Acceptable,Acceptable,Acceptable,Unsure
73.116.42.178,TRUE,Male,74,65+,Asian or Asian American,Acceptable,Acceptable,Acceptable,Unacceptable
107.9.55.186,TRUE,Female,74,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
73.162.24.220,TRUE,Female,74,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
216.128.98.56,TRUE,Male,74,65+,"American Indian or Alaska Native,Other",Acceptable,Acceptable,Unacceptable,Unacceptable
96.2.22.106,TRUE,Female,75,65+,White,Unsure,Acceptable,Unsure,Unsure
184.53.48.26,TRUE,Female,75,65+,White,Unacceptable,Unsure,Acceptable,Unsure
69.118.69.201,TRUE,Female,75,65+,Black or African American,Unacceptable,Unsure,Unsure,Unsure
174.55.105.135,TRUE,Male,75,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
172.220.73.44,TRUE,Male,75,65+,"White,American Indian or Alaska Native",Unacceptable,Unsure,Acceptable,Unacceptable
47.196.1.178,TRUE,Female,75,65+,Black or African American,Unacceptable,Unacceptable,Unacceptable,Unacceptable
68.58.211.214,TRUE,Female,75,65+,White,Unacceptable,Unacceptable,Unacceptable,Acceptable
208.103.203.203,TRUE,Female,75,65+,White,Unacceptable,Unsure,Acceptable,Unacceptable
73.52.119.132,TRUE,Male,75,65+,White,Unacceptable,Acceptable,Acceptable,Unacceptable
98.24.168.217,TRUE,Female,75,65+,Black or African American,Unacceptable,Unacceptable,Acceptable,Acceptable
73.43.164.77,TRUE,Male,75,65+,Black or African American,Unacceptable,Acceptable,Acceptable,Acceptable
174.80.154.213,TRUE,Male,75,65+,"White,American Indian or Alaska Native",Unacceptable,Unsure,Acceptable,Acceptable
67.243.58.18,TRUE,Male,75,65+,White,Unacceptable,Unsure,Unacceptable,Unsure
107.77.234.31,TRUE,Female,75,65+,White,Acceptable,Acceptable,Unsure,Unacceptable
71.203.89.141,TRUE,Male,75,65+,White,Acceptable,Unacceptable,Acceptable,Acceptable
74.214.62.176,TRUE,Male,76,65+,White,Unsure,Unsure,Unacceptable,Unacceptable
73.51.124.223,TRUE,Male,76,65+,White,Unsure,Acceptable,Acceptable,Unsure
108.80.181.109,TRUE,Female,76,65+,White,Unacceptable,Acceptable,Unacceptable,Unacceptable
174.20.30.34,TRUE,Male,76,65+,Other,Unacceptable,Unacceptable,Unacceptable,Unacceptable
134.228.194.248,TRUE,Male,76,65+,White,Unacceptable,Unacceptable,Unacceptable,Unacceptable
76.248.91.67,TRUE,Male,76,65+,White,Acceptable,Unsure,Unsure,Unsure
108.48.86.117,TRUE,Male,76,65+,Black or African American,Acceptable,Unacceptable,Unacceptable,Unsure
162.203.157.204,TRUE,Female,77,65+,White,Unsure,Unsure,Acceptable,Unsure
76.30.124.71,TRUE,Female,77,65+,Hispanic or Latino,Unacceptable,Acceptable,Unacceptable,Unacceptable
68.38.158.229,TRUE,Male,77,65+,Black or African American,Acceptable,Unacceptable,Unsure,Acceptable
104.3.130.255,TRUE,Male,77,65+,Black or African American,Acceptable,Acceptable,Acceptable,Unsure
174.196.16.38,TRUE,Male,77,65+,White,Acceptable,Unsure,Unacceptable,Unacceptable
76.85.138.20,TRUE,Male,77,65+,White,Acceptable,Acceptable,Unsure,Unacceptable
155.186.22.193,TRUE,Female,78,65+,Black or African American,Unsure,Unsure,Unacceptable,Unacceptable
98.255.119.118,TRUE,Male,78,65+,White,Acceptable,Acceptable,Acceptable,Unacceptable
73.164.117.189,TRUE,Female,79,65+,White,Unsure,Acceptable,Unacceptable,Unsure
24.20.18.13,TRUE,Male,79,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
67.149.95.168,TRUE,Male,80,65+,White,Unsure,Acceptable,Unsure,Unacceptable
24.29.214.94,TRUE,Female,80,65+,White,Acceptable,Unacceptable,Unacceptable,Unacceptable
35.133.209.186,TRUE,Male,80,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
98.11.224.215,TRUE,Female,81,65+,Black or African American,Unsure,Unsure,Unsure,Unacceptable
63.226.219.117,TRUE,Female,81,65+,"Hispanic or Latino,White",Unacceptable,Acceptable,Unacceptable,Unacceptable
71.210.226.154,TRUE,Male,82,65+,White,Unsure,Acceptable,Acceptable,Unacceptable
107.77.217.232,TRUE,Male,82,65+,Hispanic or Latino,Acceptable,Unacceptable,Unacceptable,Unacceptable
73.220.105.159,TRUE,Female,83,65+,White,Acceptable,Acceptable,Acceptable,Acceptable
174.28.33.51,TRUE,Female,84,65+,White,Acceptable,Acceptable,Acceptable,Unsure
98.243.36.162,TRUE,Female,85,65+,White,Acceptable,Unacceptable,Acceptable,Unacceptable
173.29.163.23,TRUE,Female,88,65+,White,Acceptable,Unsure,Acceptable,Unsure
174.218.19.55,FALSE,,,,,Unsure,Unacceptable,Unacceptable,Unacceptable
172.11.0.230,FALSE,,,,,Unsure,Unsure,Acceptable,Unsure
73.63.211.75,FALSE,,,,,Unsure,Unacceptable,Unsure,Unsure
75.4.196.115,FALSE,,,,,Unsure,Unsure,Unsure,Unacceptable
174.241.129.79,FALSE,,,,,Unsure,Unacceptable,Unacceptable,Unacceptable
74.233.197.166,FALSE,,,,,Unacceptable,Unacceptable,Unacceptable,Unacceptable
73.190.79.170,FALSE,,,,,Unacceptable,Unacceptable,Acceptable,Unsure
97.113.126.222,FALSE,,,,,Unacceptable,Acceptable,Acceptable,Acceptable
104.235.82.76,FALSE,,,,,Unacceptable,Acceptable,Acceptable,Acceptable
172.58.21.12,FALSE,,,,,Unacceptable,Unacceptable,Unacceptable,Unacceptable
24.26.216.247,FALSE,,,,,Unacceptable,Acceptable,Acceptable,Unacceptable
68.99.51.206,FALSE,,,,,Unacceptable,Unacceptable,Unacceptable,Unsure
67.143.129.89,FALSE,,,,,Unacceptable,Unacceptable,Unacceptable,Unacceptable
64.178.254.70,FALSE,,,,,Unacceptable,Acceptable,Acceptable,Unsure
47.132.232.69,FALSE,,,,,Unacceptable,Unacceptable,Unacceptable,Unsure
107.77.222.194,FALSE,,,,,Acceptable,Unsure,Unacceptable,Unsure
99.203.86.127,FALSE,,,,,Acceptable,Unacceptable,Unsure,Unacceptable
70.62.21.34,FALSE,,,,,Acceptable,Acceptable,Unsure,Acceptable
97.84.72.236,FALSE,,,,,Acceptable,Acceptable,Unsure,Unsure
99.20.78.110,FALSE,,,,,Acceptable,Acceptable,Acceptable,Acceptable
50.27.91.198,FALSE,,,,,Acceptable,Unacceptable,Acceptable,Unsure
138.88.81.124,FALSE,,,,,Acceptable,Unsure,Unsure,Unacceptable
173.168.13.45,FALSE,,,,,Acceptable,Unsure,Unsure,Acceptable
75.178.122.15,FALSE,,,,,Acceptable,Acceptable,Acceptable,Acceptable
107.77.232.122,FALSE,,,,,Acceptable,Unacceptable,Unsure,Acceptable
73.255.254.243,FALSE,,,,,Acceptable,Acceptable,Unsure,Unsure
99.203.0.99,TRUE,Male,,,Black or African American,Unacceptable,Acceptable,Unacceptable,Unacceptable
